,address,name_tag,label
178,0xf61718057901f84c4eec4339ef8f0d86d2b45600,iearn SUSD (ySUSD),"TokenTracker,DeFi"
179,0x8ae5b8faa5087154f8b1fdb319b733b480ef5d53,WIZVIP (WIZVIP),"TokenTracker,DeFi"
180,0xa0b93b9e90ab887e53f9fb8728c009746e989b53,Standard Token (TST),"TokenTracker,DeFi"
181,0xE06Ea2a92c4811732E14cbc1453a35fa78A2f176,Yearns Finance (YFIs),"TokenTracker,DeFi"
182,0x6c2e5dfa3392debe43d8b2cb49b085cd1fdb3fcc,WOOF.finance (WOOF!),"TokenTracker,DeFi"
183,0x7a665de4b80835295901dd84ece07e942a9fe400,ZENTEREST renBTC (zenRENBTC),"TokenTracker,DeFi"
184,0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5,Tellor Tributes (TRB),"TokenTracker,DeFi"
185,0xd0983dd6a0334c71d0478255d1f794508026b888,EGG Protocol (EGG),"TokenTracker,DeFi"
186,0x3769f1b1069f2950989064402c448c6145a4c399,Grandle (GRAND),"TokenTracker,DeFi"
187,0xba6b0dbb2ba8daa8f5d6817946393aef8d3a4487,Hillstone.Finance (HSF),"TokenTracker,DeFi"
188,0xf52cdcd458bf455aed77751743180ec4a595fd3f,IdleSUSD v4 [Best yield] (idleSUSDYield),"TokenTracker,DeFi"
189,0xafce9b78d409bf74980cacf610afb851bf02f257,Lift.Kitchen BTC (LFBTC),"TokenTracker,DeFi"
190,0x011a014d5e8eb4771e575bb1000318d509230afa,Cream Uniswap V2 WBTC-ETH (crUNI-V2-WBTC-ETH),"TokenTracker,DeFi"
191,0xd1AFBCCC9A2c2187ea544363B986EA0AB6EF08B5,Ethereum Yield (ETHY),"TokenTracker,DeFi"
192,0x60aff542ea64a2c8576707ac9ec150b6829ff808,CriptoArchiToken (CAT),"TokenTracker,DeFi"
193,0xb15e13bc622315e29a7142fea3d0c67464b44e97,ZENTEREST rHEGIC (zenrHEGIC),"TokenTracker,DeFi"
194,0x5b75c16c049efbeee42c00760ebd39725ea3dd69,Alero Swap (ALS),"TokenTracker,DeFi"
195,0x6b33f15360cedbfb8f60539ec828ef52910aca9b,xINCH (xINCHb),"TokenTracker,DeFi"
196,0xe6d4544f90da3e9611ea3b711df27f336cb41e2d,Lion King Finance (LIONK),"TokenTracker,DeFi"
197,0xf249D0F1ef461b50deCb0fEe83183C397EB374e6,OCTION TOKEN (WOCTI),"TokenTracker,DeFi"
198,0x0173661769325565d4f011b2e5Cda688689Cc87c,Quantland (QLT),"TokenTracker,DeFi"
199,0xeFa6D677a1ca1b1DFc28969c1D17986d111dFC4e,Big.Byte.Block (BBB),"TokenTracker,DeFi"
200,0x1368452Bfb5Cd127971C8DE22C58fBE89D35A6BF,JNTR/e (JNTR/e),"TokenTracker,DeFi"
201,0xD0f39Ef9B415C0E112fc24D38de0eAA8B3D51388,Souls (SOULS),"TokenTracker,DeFi"
202,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,Compound Collateral (cCOMP),"TokenTracker,DeFi"
203,0xB2D74b7a454EDa300c6E633f5b593d128C0C0Dcf,Qub Coin (QUB),"TokenTracker,DeFi"
204,0xf784682c82526e245f50975190ef0fff4e4fc077,Inlock token (ILK),"TokenTracker,DeFi"
205,0x03e8f56ad0D759BCFfF960863388Bfdb2efD1579,yearn.finance cash (YFI CASH),"TokenTracker,DeFi"
206,0xffc97d72e13e01096502cb8eb52dee56f74dad7b,Aave interest bearing AAVE (aAAVE),"TokenTracker,DeFi"
207,0x546aaa98627797c04c48ac716db36314285b4b5a,X0swap Token (X0),"TokenTracker,DeFi"
208,0x7705c572d9cc824fBA4e4EFb40F00916534396d9,KimchiSwap (KSWAP),"TokenTracker,DeFi"
209,0xE6F1966d04CfcB9cd1B1dC4E8256D8b501b11CbA,SafeEarth (SAFEEARTH),"TokenTracker,DeFi"
210,0x0309c98B1bffA350bcb3F9fB9780970CA32a5060,BasketDAO DeFi Index (BDI),"TokenTracker,DeFi"
211,0x1b6d730a1dcaeb870ba3b0c6e51f801c1cca0499,ZENTEREST Bancor Network Token (zenBNT),"TokenTracker,DeFi"
212,0xfa6de2697d59e88ed7fc4dfe5a33dac43565ea41,DEFI Top 5 Tokens Index (DEFI5),"TokenTracker,DeFi"
213,0xa9926d9c8efdbbdb705ba9a3284089cfb4039831,MAVRO (MVR),"TokenTracker,DeFi"
214,0x1AEf73d49Dedc4b1778d0706583995958Dc862e6,Curve.fi MUSD/3Crv (musd3CRV),"TokenTracker,DeFi"
215,0x97A89Ce35798841C586E2AfF033c63A03Bd238AE,YDFI Finance (YDFI),"TokenTracker,DeFi"
216,0xee1ae38be4ce0074c4a4a8dc821cc784778f378c,VYNK CHAIN (VYNC),"TokenTracker,DeFi"
217,0x7d05c2263cecabf8baf94bbbd3b5656583b5444c,BABE Token (BABE),"TokenTracker,DeFi"
218,0x64875aaa68d1d5521666c67d692ee0b926b08b2f,CelsiusX Wrapped ADA (cxADA),"TokenTracker,DeFi"
219,0x7be4060fff13360301e0123d676a2705149964d7,SamoSwap (SAMOZ),"TokenTracker,DeFi"
220,0xc03841b5135600312707d39eb2af0d2ad5d51a91,BasketCoin (BSKT),"TokenTracker,DeFi"
221,0x3623387773010d9214b10c551d6e7fc375d31f58,Cream Meta (crMTA),"TokenTracker,DeFi"
222,0x9b869c2eaae08136c43d824ea75a2f376f1aa983,DAI-HRD (DAI-HRD),"TokenTracker,DeFi"
223,0xf1a7a19029b66bd8c01c74a93722a2b741a1e0ca,Amongus.finance Ticket (ATICKET),"TokenTracker,DeFi"
224,0xbea1d2a9305b0eb5c022332b50cc9960b0583b3b,pxseal.eth.link (PXSEAL),"TokenTracker,DeFi"
225,0x59848d60C34dCD2686d7F7918Bd240Fc1890208E,DorayakiToken (DORA),"TokenTracker,DeFi"
226,0x000000000000CB2D80A37898be43579C7b616844,REDUX (REDUX),"TokenTracker,DeFi"
227,0xe8f96e0f516d12cd0d2abc1972c0fdbe1eeffbbe,Foray (FORAY),"TokenTracker,DeFi"
228,0x07d22cd5d483b1242518d5cd26b21b552f0cfcdb,ZENTEREST DVG Token (zenDVG),"TokenTracker,DeFi"
229,0x60e46ee421e232e9d8d479b502a63aa15d846f2c,My Monii (MONII),"TokenTracker,DeFi"
230,0x61ed1c66239d29cc93c8597c6167159e8f69a823,Reference System for DeFi (RSD),"TokenTracker,DeFi"
231,0xab1c02c7d5ebfddbb8824ccd193e7df59b34a841,Bombic Finance (BMB),"TokenTracker,DeFi"
232,0xcef1c16509b03f24e68433a610875906196b9367,Tethereum (TETH),"TokenTracker,DeFi"
